"","metric","year","value.x","country.x","SAP.x","value.y","country.y","SAP.y"
"3641","Imports of goods and services (current LCU)",2008,3.247914e+12,"Angola","Has not received IMF money",46871012700,"Namibia","Angola has not received IMF money"
"3642","Imports of goods and services (current LCU)",2009,3552143583600,"Angola","Has not received IMF money",55004730200,"Namibia","Angola has not received IMF money"
"3643","Imports of goods and services (current LCU)",2010,3.279403e+12,"Angola","Has received IMF money",50101534800,"Namibia","Angola has received IMF money"
"3644","Imports of goods and services (current LCU)",2011,4.128189e+12,"Angola","Has received IMF money",51789324400,"Namibia","Angola has received IMF money"
"3645","Imports of goods and services (current LCU)",2012,4.383863e+12,"Angola","Has received IMF money",64283874500,"Namibia","Angola has received IMF money"
"3646","Imports of goods and services (current LCU)",2013,4758757763100,"Angola","Has received IMF money",71280367200,"Namibia","Angola has received IMF money"
"3647","Imports of goods and services (current LCU)",2014,4961483420700,"Angola","Has received IMF money",88015812500,"Namibia","Angola has received IMF money"
"3648","Imports of goods and services (current LCU)",2015,4622278390000,"Angola","Has received IMF money",103146398400,"Namibia","Angola has received IMF money"
"3649","Imports of goods and services (current US$)",2000,5738980003.82281,"Angola","Has not received IMF money",1741324894.08917,"Namibia","Angola has not received IMF money"
"3650","Imports of goods and services (current US$)",2001,6697298360.22468,"Angola","Has not received IMF money",1690735050.87581,"Namibia","Angola has not received IMF money"
"3651","Imports of goods and services (current US$)",2002,7370216539.32213,"Angola","Has not received IMF money",1615858491.37154,"Namibia","Angola has not received IMF money"
"3652","Imports of goods and services (current US$)",2003,8831519590.16866,"Angola","Has not received IMF money",2587532010.52256,"Namibia","Angola has not received IMF money"
"3653","Imports of goods and services (current US$)",2004,10645428494.1358,"Angola","Has not received IMF money",2780114571.88414,"Namibia","Angola has not received IMF money"
"3654","Imports of goods and services (current US$)",2005,15181994765.8936,"Angola","Has not received IMF money",2927229679.36723,"Namibia","Angola has not received IMF money"
"3655","Imports of goods and services (current US$)",2006,16320505275.1029,"Angola","Has not received IMF money",3315952743.11452,"Namibia","Angola has not received IMF money"
"3656","Imports of goods and services (current US$)",2007,26207276865.8555,"Angola","Has not received IMF money",4878934184.00659,"Namibia","Angola has not received IMF money"
"3657","Imports of goods and services (current US$)",2008,43286243193.0314,"Angola","Has not received IMF money",5673632486.80579,"Namibia","Angola has not received IMF money"
"3658","Imports of goods and services (current US$)",2009,44777816509.1355,"Angola","Has not received IMF money",6491229356.71548,"Namibia","Angola has not received IMF money"
"3659","Imports of goods and services (current US$)",2010,35682259098.1843,"Angola","Has received IMF money",6843350106.53991,"Namibia","Angola has received IMF money"
"3660","Imports of goods and services (current US$)",2011,43947386910.9212,"Angola","Has received IMF money",7132435085.59309,"Namibia","Angola has received IMF money"
"3661","Imports of goods and services (current US$)",2012,45919711316.8811,"Angola","Has received IMF money",7829948172.9598,"Namibia","Angola has received IMF money"
"3662","Imports of goods and services (current US$)",2013,49304202033.1896,"Angola","Has received IMF money",7382664829.98622,"Namibia","Angola has received IMF money"
"3663","Imports of goods and services (current US$)",2014,50471640780.8965,"Angola","Has received IMF money",8110038285.40363,"Namibia","Angola has received IMF money"
"3664","Imports of goods and services (current US$)",2015,38499512246.7219,"Angola","Has received IMF money",8007079576.77051,"Namibia","Angola has received IMF money"
"3665","Imports of goods, services and primary income (BoP, current US$)",2000,7454210000,"Angola","Has not received IMF money",1856254051.33828,"Namibia","Angola has not received IMF money"
"3666","Imports of goods, services and primary income (BoP, current US$)",2001,8281270000,"Angola","Has not received IMF money",1889701885.72934,"Namibia","Angola has not received IMF money"
"3667","Imports of goods, services and primary income (BoP, current US$)",2002,8734464801.86,"Angola","Has not received IMF money",1636529638.81472,"Namibia","Angola has not received IMF money"
"3668","Imports of goods, services and primary income (BoP, current US$)",2003,10539996160,"Angola","Has not received IMF money",2055900370.09429,"Namibia","Angola has not received IMF money"
"3669","Imports of goods, services and primary income (BoP, current US$)",2004,13156086146.21,"Angola","Has not received IMF money",2742606816.9621,"Namibia","Angola has not received IMF money"
"3670","Imports of goods, services and primary income (BoP, current US$)",2005,19200860208.5178,"Angola","Has not received IMF money",3047522571.03869,"Namibia","Angola has not received IMF money"
"3671","Imports of goods, services and primary income (BoP, current US$)",2006,22611733343.4,"Angola","Has not received IMF money",3292099195.1506,"Namibia","Angola has not received IMF money"
"3672","Imports of goods, services and primary income (BoP, current US$)",2007,34526294540.22,"Angola","Has not received IMF money",4049553057.10424,"Namibia","Angola has not received IMF money"
"3673","Imports of goods, services and primary income (BoP, current US$)",2008,57261377694.671,"Angola","Has not received IMF money",5158943474.71374,"Namibia","Angola has not received IMF money"
"3674","Imports of goods, services and primary income (BoP, current US$)",2009,48783824988,"Angola","Has not received IMF money",5454054109.06053,"Namibia","Angola has not received IMF money"
"3675","Imports of goods, services and primary income (BoP, current US$)",2010,43642118667.18,"Angola","Has received IMF money",6465235581.64828,"Namibia","Angola has received IMF money"
"3676","Imports of goods, services and primary income (BoP, current US$)",2011,53805471322.3596,"Angola","Has received IMF money",6713032553.84634,"Namibia","Angola has received IMF money"
"3677","Imports of goods, services and primary income (BoP, current US$)",2012,56529763171.9595,"Angola","Has received IMF money",7932925476.55958,"Namibia","Angola has received IMF money"
"3678","Imports of goods, services and primary income (BoP, current US$)",2013,60111411120.5794,"Angola","Has received IMF money",7253110953.31758,"Namibia","Angola has received IMF money"
"3679","Imports of goods, services and primary income (BoP, current US$)",2014,63033383446.1602,"Angola","Has received IMF money",8081533300.94103,"Namibia","Angola has received IMF money"
"3680","Imports of goods, services and primary income (BoP, current US$)",2015,44042657939.7134,"Angola","Has received IMF money",7393604596.1372,"Namibia","Angola has received IMF money"
"3681","Incidence of HIV (per 1,000 uninfected population ages 15-49)",2000,1.7,"Angola","Has not received IMF money",17.7,"Namibia","Angola has not received IMF money"
"3682","Incidence of HIV (per 1,000 uninfected population ages 15-49)",2001,1.8,"Angola","Has not received IMF money",15.8,"Namibia","Angola has not received IMF money"
"3683","Incidence of HIV (per 1,000 uninfected population ages 15-49)",2002,1.9,"Angola","Has not received IMF money",14.4,"Namibia","Angola has not received IMF money"
"3684","Incidence of HIV (per 1,000 uninfected population ages 15-49)",2003,1.9,"Angola","Has not received IMF money",13.4,"Namibia","Angola has not received IMF money"
"3685","Incidence of HIV (per 1,000 uninfected population ages 15-49)",2004,2,"Angola","Has not received IMF money",12.5,"Namibia","Angola has not received IMF money"
"3686","Incidence of HIV (per 1,000 uninfected population ages 15-49)",2005,2,"Angola","Has not received IMF money",11.7,"Namibia","Angola has not received IMF money"
"3687","Incidence of HIV (per 1,000 uninfected population ages 15-49)",2006,2,"Angola","Has not received IMF money",10.9,"Namibia","Angola has not received IMF money"
"3688","Incidence of HIV (per 1,000 uninfected population ages 15-49)",2007,2,"Angola","Has not received IMF money",10.1,"Namibia","Angola has not received IMF money"
"3689","Incidence of HIV (per 1,000 uninfected population ages 15-49)",2008,2,"Angola","Has not received IMF money",9.5,"Namibia","Angola has not received IMF money"
"3690","Incidence of HIV (per 1,000 uninfected population ages 15-49)",2009,2,"Angola","Has not received IMF money",9.3,"Namibia","Angola has not received IMF money"
"3691","Incidence of HIV (per 1,000 uninfected population ages 15-49)",2010,1.9,"Angola","Has received IMF money",9,"Namibia","Angola has received IMF money"
"3692","Incidence of HIV (per 1,000 uninfected population ages 15-49)",2011,1.9,"Angola","Has received IMF money",8.2,"Namibia","Angola has received IMF money"
"3693","Incidence of HIV (per 1,000 uninfected population ages 15-49)",2012,1.9,"Angola","Has received IMF money",7.8,"Namibia","Angola has received IMF money"
"3694","Incidence of HIV (per 1,000 uninfected population ages 15-49)",2013,1.9,"Angola","Has received IMF money",7.6,"Namibia","Angola has received IMF money"
"3695","Incidence of HIV (per 1,000 uninfected population ages 15-49)",2014,1.8,"Angola","Has received IMF money",6.5,"Namibia","Angola has received IMF money"
"3696","Incidence of HIV (per 1,000 uninfected population ages 15-49)",2015,1.7,"Angola","Has received IMF money",6.1,"Namibia","Angola has received IMF money"
"3697","Incidence of tuberculosis (per 100,000 people)",2000,297,"Angola","Has not received IMF money",711,"Namibia","Angola has not received IMF money"
"3698","Incidence of tuberculosis (per 100,000 people)",2001,308,"Angola","Has not received IMF money",845,"Namibia","Angola has not received IMF money"
"3699","Incidence of tuberculosis (per 100,000 people)",2002,320,"Angola","Has not received IMF money",846,"Namibia","Angola has not received IMF money"
"3700","Incidence of tuberculosis (per 100,000 people)",2003,334,"Angola","Has not received IMF money",912,"Namibia","Angola has not received IMF money"
"3701","Incidence of tuberculosis (per 100,000 people)",2004,350,"Angola","Has not received IMF money",935,"Namibia","Angola has not received IMF money"
"3702","Incidence of tuberculosis (per 100,000 people)",2005,368,"Angola","Has not received IMF money",918,"Namibia","Angola has not received IMF money"
"3703","Incidence of tuberculosis (per 100,000 people)",2006,377,"Angola","Has not received IMF money",892,"Namibia","Angola has not received IMF money"
"3704","Incidence of tuberculosis (per 100,000 people)",2007,379,"Angola","Has not received IMF money",833,"Namibia","Angola has not received IMF money"
"3705","Incidence of tuberculosis (per 100,000 people)",2008,382,"Angola","Has not received IMF money",798,"Namibia","Angola has not received IMF money"
"3706","Incidence of tuberculosis (per 100,000 people)",2009,385,"Angola","Has not received IMF money",701,"Namibia","Angola has not received IMF money"
"3707","Incidence of tuberculosis (per 100,000 people)",2010,384,"Angola","Has received IMF money",649,"Namibia","Angola has received IMF money"
