Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2530,2630,3180,3260,3560,4060,4450,5030,5260,5500,5630,5800,6220,6470,6760,6740,6410,6450,6150,
GNI per capita (constant LCU),NY.GNP.PCAP.KN,26862.6880280684,28391.9694253837,33918.2558186725,34096.0705729474,35883.4150345137,39237.1083019871,41285.524363797,46286.3530105752,47244.2828038189,50944.64909204,50551.3533015028,50360.0858149193,53248.7941799242,54687.9098046779,56336.9254634508,55955.1096482206,52575.4145323139,51699.3873085055,,
GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,,5.69295744237273,19.464258750392,0.524244982482386,5.24208341762507,9.34608164871649,5.22060913878848,12.1127894675922,2.06957284585559,7.83241075663432,-0.772006084145545,-0.378362742225278,5.7361069153484,2.70262575315978,3.01532032338126,-0.677736337383038,-6.04001160422025,-1.66622979885386,,
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,1722.59029200471,1820.65662423499,2175.03394053224,2186.43644683277,2301.0512692491,2516.10939965194,2647.46563691209,2968.1475757381,3029.5755519905,3266.86435340496,3241.6439618359,3229.37878884871,3414.61940887866,3506.90379239541,3612.64817516893,3588.16394574401,3371.43842704262,3315.26251532123,,
GNI per capita (current LCU),NY.GNP.PCAP.CN,4561.58543885864,9599.96870602327,33918.2565664143,66227.1352906681,93808.4760406746,147735.000583011,184281.734148471,211593.691236072,258765.398890855,223683.512420406,297925.557463301,395944.019938184,447269.283813151,470463.192028069,499369.111868968,474854.63442061,543948.306466946,658761.94161751,829288.746396658,
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,360,390,590,710,1010,1370,1810,2460,3030,3170,3240,3420,4170,4780,5010,4520,3770,3560,3370,
"GNI, PPP (constant 2011 international $)",NY.GNP.MKTP.PP.KD,50688050805.8543,55371789940.4372,68388855129.1312,71109912383.5524,77466837911.7148,87757141687.933,95742087816.3695,111363494016.621,117965164725.222,132004528285.021,135883898878.977,140379801774.149,153869618227.872,163742097112.111,174683378771.599,179569648017.528,174520937830.808,177409896804.168,,
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,41432320257.4578,44631778156.6396,55763395566.1567,59153300796.9656,66747074831.4785,78872049616.6002,89735714168.485,105235825479.428,114065240409.717,123862171068.308,131473655216.811,140379801774.149,156204906800.016,168450221056.073,182180193720.856,187823443879.841,184750703826.558,192229589021.421,189616871964.711,
GNI (constant LCU),NY.GNP.MKTP.KN,440426476271.618,481123301066.103,594228067600,617871226870.185,673106302312.587,762518346371.713,831899228663.597,967633011632.217,1024994668304.15,1146982145104.58,1180689843342.81,1219754566454.07,1336967050102.74,1422748630138.34,1517816995375.76,1560273596327.76,1516405552441.63,1541507603132.11,,
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,,9.2403220485289,23.5084782390028,3.97880217366308,8.93957721938183,13.2834953040751,9.09891317658366,16.316132806935,5.92803841770275,11.9012791551649,2.93881629998309,3.30863548386718,9.60951382124505,6.41613269594134,6.68202121046329,2.79721475522705,-2.81156099733887,1.65536525832808,,
GNI (constant 2010 US$),NY.GNP.MKTP.KD,28242682622.6254,30852397452.0999,38105326593.3374,39621462156.1146,43163453361.0086,48897068661.2948,53346170484.6806,62050202508.375,65728562351.3338,73551102041.4427,75712633817.0538,78217688885.2952,85734028509.3861,91234837544.1245,97331168740.1547,100053730553.589,97240658888.962,98850346973.1792,,
GNI (current LCU),NY.GNP.MKTP.CN,74789350900,162678698500,594228080700,1200133641400,1759672995800,2871023202800,3713258699200,4423442923800,5614079386200,5036073453700,6958422609800,9590025881900,11230006316400,12239466901900,13453892251400,13241027545800,15688820326100,19642138805200,25550188905759.4,
GNI (current US$),NY.GNP.MKTP.CD,7448734815.41876,7375076435.20009,13650938445.0336,16086223836.3248,21063484641.148,32940028095.7467,46203141535.012,57667420502.4111,74821071498.8259,63484025273.4841,75712633817.0538,102092364937.169,117631104835.128,126809806035.747,136862296865.59,110286109824.447,95864386153.551,118386043571.446,101046521418.182,
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,5902876836.25326,6690069078.48489,10317784125.6645,12827032872.0031,19001401454.2493,26682963583.21,36533201173.644,51492997442.4233,65659539400.85,71273450786.3096,75763529024.2885,82745466676.309,104804632353.112,124418737745.665,134935106936.666,125915235124.117,108726746876.5,106188912082.199,103839890559.318,
Gross domestic income (constant LCU),NY.GDY.TOTL.KN,563262441873.412,588103240354.163,665384986900,695951509682.362,823312065572.476,1026891927890.7,1294272135819.03,1234744682861,1314502732312.2,1023455998948,1302416449728.88,1519042273685.13,1607124559968.94,1637736986436.14,1600663305855.03,1388434598123.17,1435193444556.65,1395114589740.35,,
Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,57.3177718916808,30.9353117130061,39.3615726233684,35.1925611903173,44.074457340502,52.0181531998987,55.611338598239,53.4820782069118,54.3894026658403,37.8893225081292,47.1599042177873,47.7817427141585,46.7477430600796,40.8252073436499,37.5575968633872,30.8231673297689,30.0935222812433,29.8816832373576,,
Gross domestic savings (current LCU),NY.GDS.TOTL.CN,52540966100,60976840400,261906000000,467688035000,867196431000,1676208000000,2341105000000,2677492000000,3613280030000,2113216621000,3632091421400,5017533012600,5714888136500,5386887559800,5379697218500,4299921491500,4980347158200,6054715139100,,
Gross domestic savings (current US$),NY.GDS.TOTL.CD,5232880332.76415,2764399167.64515,6016650509.30159,6268747210.35623,10380439291.1778,19231589128.3871,29129779103.8982,34905854945.0435,48155621763.1082,26638907992.3659,39519762336.83,53415060367.4038,59861819002.1787,55812084960.0542,54726000774.1418,35814562896.1017,30431728659.5575,36492653747.0768,,
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,56.1338742128581,38.3858040588786,27.3639218438884,24.5459987573848,36.0759046726557,45.0365302595742,43.7951425251114,47.4840126382015,56.6085597074164,31.7455342780562,39.0039467591209,39.8870967766776,35.6782675918994,30.4708163442821,23.3819297926206,10.8036283089837,10.7462101426498,16.3501200133472,,
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,54.5602781355861,36.8057866933434,26.2661915821936,23.2712984296972,35.2754070482662,44.4634459193622,43.3210245803578,46.9871858250561,56.1386991618025,31.1942874961589,38.5343680870647,39.4421357140211,35.2450803486407,30.0449400958987,22.9884845553482,10.3183381025511,10.168704920456,15.7539134214684,,
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,3892.3169253943,3924.31619624163,4314.5409381466,4295.90856883368,4604.65704387396,5112.58920166573,5500.24253587994,6044.21715551043,6474.37642342765,6292.53485632204,6360.44193782807,6346.39512245023,6645.08562465345,6730.94582201132,6813.05210589335,6644.85725505813,6258.37662755942,6044.97203549524,5725.32723774516,
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3097.30729226514,3191.26632340714,3564.0960260637,3614.60727757145,3978.69719450811,4555.18584238934,5048.87644916017,5697.25132784013,6221.42337306937,6092.78324495025,6230.29702794539,6346.39512245023,6772.528333315,6980.42303770718,7199.24547788095,7096.60061495221,6756.93507436951,6650.58493984778,6440.97627017565,
GDP per capita (constant LCU),NY.GDP.PCAP.KN,34263.1232413972,34544.8050729879,37979.8589701929,37815.8427355736,40533.6807877325,45004.8845602581,48417.3029783124,53205.779813534,56992.3676717629,55391.6603954619,55989.4299880212,55865.7792741495,58495.0794272933,59250.8859507576,59973.6476830279,58493.0691450529,55090.9737802056,53212.4248392212,50398.6690971517,
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.26794453749595,0.822113704013972,9.94376401877865,-0.4318505625521,7.18703552678508,11.0308358027993,7.58232901027749,9.89001150552824,7.11687315081082,-2.8086344570206,1.0791689367887,-0.220846531029494,4.70645928027086,1.29208564355179,1.21983278506757,-2.46871516936926,-5.81623671756851,-3.40990331461406,-5.28777959390334,
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2195.63058208212,2213.68116198694,2433.80439286308,2423.29399490108,2597.45699523307,2883.97821142556,3102.65092800056,3409.50346175619,3652.15349820188,3549.5778566281,3587.88379824396,3579.96008133817,3748.44944481631,3796.88262194857,3843.19824098164,3748.32062301759,3530.30942264945,3409.92928463039,3229.61973975117,
GDP per capita (current LCU),NY.GDP.PCAP.CN,5590.9396453521,11631.8702391095,37979.8597179347,73335.0757407825,104891.578085146,165813.4194577,208922.217533476,239476.10955141,306206.909187351,247724.577200578,329746.97199627,433553.066124,486895.946607468,507192.309963415,531659.731898179,500290.497730611,573791.266508113,679560.900011631,867898.297948553,
GDP per capita (current US$),NY.GDP.PCAP.CD,556.836318086553,527.333528536691,872.494491592841,982.960899291112,1255.56404471491,1902.42234554625,2599.56646397608,3121.99563726236,4080.94140992346,3122.78076649385,3587.88379824396,4615.46802807906,5100.09580809767,5254.88233799616,5408.41049555432,4166.97968386501,3506.07288506966,4095.81294155857,3432.38573600893,
Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.142253975041298,0.175010254869226,0.11500752178873,0.117904437467994,0.115080030685849,0.0779334719588259,0.0797940689189007,0.090758039036022,0.0668928314295831,0.0794548279567901,0.0887398445499261,0.118732449113631,0.107675558492659,0.113130528221966,0.0830063343518816,0.0618289329508981,0.0854102284398256,0.186106399098152,,
"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,63816377057.7453,66500492955.4101,75588241858.9615,77848216916.0395,86374824504.2591,99356023734.6695,110829342573.97,126356553686.773,140465701260.915,141671897957.529,148556046568.629,153713884832.921,166844351352.891,175110805697.366,183555744152.463,185287731390.655,180507127746.357,180241407849.409,176395969567.046,
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,50781818083.0362,54078410873.6754,62440884508.6528,65502029873.7582,74632978885.6763,88523668697.0292,101734360611.809,119103107110.73,134977724461.158,137174634048.902,145516350037.762,153713884832.921,170044174088.418,181601150055.922,193960480631.818,197884315352.162,194886791771.541,198298815204.036,198444945931.76,
GDP (constant LCU),NY.GDP.MKTP.KN,561760112000,585387734200,665384986900,685279000000,760336661600,874607014600,975603861700,1112286140700,1236485549800,1247103407200,1307702900200,1353106101300,1468690418100,1541458013700,1615796761700,1631043025900,1588960529800,1586621461900,1552771000000,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.05462423430785,4.2059985561951,13.6656865230232,2.98985001039553,10.9528617687103,15.0289153175302,11.5476831781633,14.0100182426328,11.1661383303613,0.858712615098312,4.85921958436937,3.47198137230222,8.54214733707519,4.95459047755875,4.8226255492722,0.94357561305911,-2.58009724033977,-0.147207426247036,-2.13349325676356,
GDP (constant 2010 US$),NY.GDP.MKTP.KD,35998401926.5017,37512494191.7837,42638834055.0001,43913671239.4261,48723474947.8463,56046084737.5161,62518109036.7694,71276907517.7698,79235785608.8078,79916193295.5028,83799496611.2004,86708999523.6243,94115810017.4361,98778862978.4373,103542597661.716,104519600362.38,101822893037.816,101673002177.645,99503815532.2356,
GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,112271431782.213,241418711341.896,665385000000,1328940035000,1967571431000,3222352000000,4209762000000,5006335000000,6643353030000,5577340741700,7701651395699.99,10500941840100,12224949831600,13195003553700,14323859000000,13950290849400,16549565423600,20262296106300,26739740000000,
GDP (current LCU),NY.GDP.MKTP.CN,91666100000,197110800000,665385000000,1328940035000,1967571431000,3222352000000,4209762000000,5006335000000,6643353030000,5577340741700,7701651395700,10500941840100,12224949831600,13195003553700,14323859000000,13950290849400,16549565423600,20262296106300,26739740000000,
GDP (current US$),NY.GDP.MKTP.CD,9129594818.60749,8936063723.20121,15285594828.418,17812705294.325,23552052407.5488,36970918699.2523,52381006892.038,65266452081.386,88538611205.1433,70307163678.238,83799496611.2004,111789686464.441,128052853643.106,136709862831.194,145712200312.505,116193649124.151,101123851090.455,122123822333.591,105750987618.63,
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,1.43134210223065,1.40500711066595,0.982722739905998,1.15679589021965,0.685417593703695,0.495150868253197,0.394323875834746,0.406068774109385,0.402967714184319,0.471791953940482,0.380838827506262,0.32622861354283,0.325511684766058,0.312745720161426,0.310438902920563,0.42346127348173,0.492094993753905,0.410100192780663,,
Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,,,660010986800,675677999900,752882229900,867023136800,968481574200,1105436370800,1220323111200,1229028686000,1282916674100,1326601981900,1442007610900,1513351347900,1575050819900,1614419521600,1593925233000,1591346294900,,
Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,,,42643316967.7831,43655562852.9628,48643728985.0233,56018374209.5306,62573604943.0081,71422255826.8179,78845089361.7954,79407556643.413,82889260135.1168,85711768342.7189,93168127275.7326,97777646891.9251,101764050442.565,104307662683.541,102983526476.3,102816901257.874,,
Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,,,660011000000,1325164000000,1976032000000,3229171000000,4200636000000,5040975000000,6513443000000,5447440741700,7617995475200,10448434609700,12390933831600,13373978553700,14247570951000,13689919197300,16144121975400,19747466613800,,
Gross value added at basic prices (GVA) (current US$),NY.GDP.FCST.CD,,,15162140307.189,17762092477.4449,23653326374.7076,37049154936.2029,52267454375.5545,65718045892.0477,86807248505.3323,68669662764.3133,82889260135.1168,111230711192.231,129791488578.372,138564174396.98,144936145516.284,114024982340.599,98646444473.91,119020869679.838,,
Discrepancy in expenditure estimate of GDP (constant LCU),NY.GDP.DISC.KN,,,986900,559372900,-2351894900,651934500,4542623700,3508159400,-4008438800,-10678672100,16971735200,9498488000,6067644500,3669717800,-133734200,3767614500,54877380700,-70519696600,,
Discrepancy in expenditure estimate of GDP (current LCU),NY.GDP.DISC.CN,,99.999963,1000000,34999.9998,431000,0,-0.0002,0,30000.0002,0.0005,-79600.0007,0.0005,-0.001,-99.999,0.0015,-100,-0.003,-100,,
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,19.9856539088366,41.2408216362482,100.000001968785,193.926858257732,258.776346106944,368.434273474669,431.503212037767,450.094163436159,537.27704550001,447.223599061625,588.945042067438,776.061968090394,832.370776096914,856.007976631662,886.488903773372,855.298764525374,1041.53407924381,1277.0718531713,1722.06590669197,
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,16.3176590936026,33.6718363717297,100.000001968785,193.926858257731,258.776346106944,368.434273474669,431.503212037768,450.094163436159,537.277045500011,447.223599061626,588.945042067438,776.061968090395,832.370776096916,856.007976631664,886.488903773374,855.298764525375,1041.53407924381,1277.07185317131,1722.06590669197,
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,418.018991534099,106.352125501451,142.4782,93.9268544397286,33.4401786487082,42.3755606018204,17.1180976102743,4.30841552965401,19.3699205957861,-16.7610820511749,31.6891691992944,31.7715427854015,7.25571028111007,2.839744163723,3.56082279298968,-3.51839026018669,21.7742995129639,22.6145047599887,34.8448720732219,
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,418.018991534099,106.352125501451,196.98410524691,93.9268544397286,33.4401786487082,42.3755606018204,17.1180976102743,4.30841552965401,19.3699205957861,-16.7610820511749,31.6891691992944,31.7715427854015,7.25571028111007,2.839744163723,3.56082279298968,-3.51839026018669,21.7742995129639,22.6145047599887,34.8448720732219,
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,85555847873.412,154644752054.163,379835000000,385569654682.362,486946585272.476,673472686390.697,914333780019.026,816766255860.997,846060375412.203,524038654748.003,724612668228.882,858434520585.133,866941465868.938,816234343736.143,709894953455.027,375918218623.167,350978339656.649,437121638240.348,,
"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,-49.8532201828456,-56.4452095151764,-20.3792197458809,-20.0956467795734,-22.144486687729,-18.980048755121,-11.787160782041,-21.4380043058914,-41.3114526245236,-40.9813715055026,-22.2207920110944,-20.1716076699039,-18.6902122757006,-19.3593665605601,-16.1583761645338,-11.6080083802957,-13.1157069637311,-15.7366275725026,,
